datetime,Global+AF8-active+AF8-power,Global+AF8-reactive+AF8-power,Voltage,Global+AF8-intensity,Sub+AF8-metering+AF8-1,Sub+AF8-metering+AF8-2,Sub+AF8-metering+AF8-3,sub+AF8-metering+AF8-4
2008+AC0-05+AC0-30,1397.244,182.218000000001,346397.320000001,6052.20000000002,0,3019,8703,8703.93330269999
2008+AC0-05+AC0-31,1641.47,249.924,346542.05,7089.2,1764,2328,11298,8970.39999262
2008+AC0-06+AC0-01,1848.876,225.34,346497.38,7809.4,1906,545,11858,11407.8333583
2008+AC0-06+AC0-02,1074.012,165.158,340372.619999999,4634.00000000003,960,558,11307,17056.59997562
2008+AC0-06+AC0-03,1597.816,173.938,337179.18,6975.59999999998,2897,2608,6341,10041.19999964
2008+AC0-06+AC0-04,1588.912,152.404,337977.32,6952,1550,7682,9265,11860.26668787
2008+AC0-06+AC0-05,1120.078,153.106,338635.909999999,4892.59999999998,1747,506,6508,10741.86670086
2008+AC0-06+AC0-06,1217.714,174.52,345192.39,5287.8,1009,506,8781,7633.96666585002
2008+AC0-06+AC0-07,1882.484,186.414,344137.6,7965.99999999999,2379,2611,7871,10909.23332942
2008+AC0-06+AC0-08,1542.322,188.384,345549.51,6618.40000000001,2536,3161,14593,11791.7333751
2008+AC0-06+AC0-09,1325.698,183.64,344785.94,5817.20000000001,1967,2085,9732,10276.36671086
2008+AC0-06+AC0-10,1067.09,216.018,345568.39,4614.99999999998,907,585,7921,10121.9666725
2008+AC0-06+AC0-11,1123.206,214.372,345822.44,4879.39999999998,977,842,8992,7300.83332261001
2008+AC0-06+AC0-12,1259.332,189.292,345153.63,5470.99999999999,1951,567,7566,9335.10000358999
2008+AC0-06+AC0-13,1875.63,281.926,343998.140000001,8072.59999999999,2809,7358,7246,11224.86663187
2008+AC0-06+AC0-14,1384.92,344.280000000001,345620.87,6059.2,1862,1011,10549,10544.49998221
2008+AC0-06+AC0-15,2289.102,281.006,344813.37,9753.99999999999,6471,6802,10681,9527.99998653999
2008+AC0-06+AC0-16,1303.044,204.382,346224.189999999,5622.79999999998,1980,464,11589,13289.70007154
2008+AC0-06+AC0-17,1145.084,175.464,346110.38,4945.80000000001,1080,432,10012,9261.40000623
2008+AC0-06+AC0-18,1893.608,272.724,345225.409999999,8224.39999999999,7549,3040,10094,7478.73334662499
2008+AC0-06+AC0-19,1588.082,189.418,344552.67,6822.60000000001,3411,1514,12687,8284.13336620999
2008+AC0-06+AC0-20,1676.104,227.419999999999,345512.43,7211.79999999998,2948,2935,10911,10632.03334052
2008+AC0-06+AC0-21,1734.254,239.028,344827.31,7393.2,940,5823,12417,9635.06670190001
2008+AC0-06+AC0-22,1566.416,294.143999999999,344223.53,6730.59999999999,4705,1175,12828,9313.23334813998
2008+AC0-06+AC0-23,1251.796,210.956,344070.22,5460.4,2600,581,10652,9574.93335682001
2008+AC0-06+AC0-24,1754.452,253.022,342598.16,7577.6,2779,3489,10124,7558.26666458
2008+AC0-06+AC0-25,1261.77,290.626,344008.66,5631.8,2773,569,14271,8701.86666659
2008+AC0-06+AC0-26,1056.02,217.414,344666.02,4624,921,572,9402,8285.49997662998
2008+AC0-06+AC0-27,1755.152,262.008,344066.38,7540.8,4159,2372,8971,7136.33331442001
2008+AC0-06+AC0-28,1208.8,210.954,344365.03,5307.80000000001,0,2000,10163,12558.53333514
2008+AC0-06+AC0-29,749.352,183.664,345831.33,3356.79999999999,955,535,7932,10214.66669866
2008+AC0-06+AC0-30,804.196000000002,189.526,346141.61,3570.00000000001,0,521,3896,7103.20000890999
2008+AC0-07+AC0-01,1215.24,277.788,344938.02,5385.6,3465,587,6819,6063.26667077
2008+AC0-07+AC0-02,1147.202,266.538,344105.249999999,5140.2,962,650,8390,7812.00004306001
2008+AC0-07+AC0-03,1098.36,213.748,345075.11,4814.2,958,2569,7002,10506.0333508
2008+AC0-07+AC0-04,942.020000000004,188.132,345858.7,4072.79999999999,0,589,7410,7369.00000838
2008+AC0-07+AC0-05,1469.088,224.78,344973.27,6316.60000000001,1875,6754,8302,6809.33333470001
2008+AC0-07+AC0-06,1805.064,253.582,346449.93,7717.6,4258,5230,8365,7490.79997726
2008+AC0-07+AC0-07,983.389999999999,202.809999999999,345072.55,4274.79999999999,2171,592,7536,13060.3999647
2008+AC0-07+AC0-08,1126.214,196.318,345168.9,4854.80000000001,991,503,7149,6477.83331744601
2008+AC0-07+AC0-09,919.318,191.724,346074.59,3996.39999999999,951,499,7592,9684.23329376
2008+AC0-07+AC0-10,1251.276,240.242,345409.57,5390.59999999998,982,552,7352,6519.96664379003
2008+AC0-07+AC0-11,1254.216,251.036,344904.35,5446.39999999999,724,558,8186,11134.60001074
2008+AC0-07+AC0-12,1328.852,266.124,345685.36,5832.59999999998,4436,2617,9251,10370.60000799
2008+AC0-07+AC0-13,1256.616,167.358,346023.37,5431.99999999999,1671,3164,7231,7863.53331789001
2008+AC0-07+AC0-14,1137.926,209.668,346311.63,4941.60000000001,2564,1995,7093,9015.60000803999
2008+AC0-07+AC0-15,1155.86,190.935999999999,345285.28,4947.39999999999,968,552,6436,7970.43331087
2008+AC0-07+AC0-16,1077.062,206.462,346454.47,4661,1537,2799,8585,9159.33328390001
2008+AC0-07+AC0-17,1319.122,239.506,345480.53,5798.4,1122,723,4978,8637.03335690999
2008+AC0-07+AC0-18,1261.584,195.606,344991.15,5381.20000000002,1143,552,8280,11860.36665634
2008+AC0-07+AC0-19,1344.014,208.03,344377.61,5788.4,2941,3146,9260,10071.39998364
2008+AC0-07+AC0-20,941.533999999999,172.576,345279.88,4084.39999999998,1943,1076,7676,8637.23337047998
2008+AC0-07+AC0-21,1156.478,172.449999999999,344306.44,5014.19999999999,1698,431,5457,7216.23335455001
2008+AC0-07+AC0-22,740.242000000002,161.128,345125.24,3272.59999999998,0,430,9189,7956.63331634002
2008+AC0-07+AC0-23,942.630000000001,162.392,345738.41,4103.2,1233,454,4886,7021.36666887001
2008+AC0-07+AC0-24,1093.45,185.882,345432.62,4639,837,476,6325,7698.50002296001
2008+AC0-07+AC0-25,865.534000000003,182.714,344242.39,3770.39999999997,1168,492,8344,8567.16668879999
2008+AC0-07+AC0-26,815.683999999999,213.318,345641.32,3591.99999999997,0,948,6731,6034.56668175999
2008+AC0-07+AC0-27,1147.396,233.138,343398.469999999,5058,1063,858,6243,6403.73332528001
2008+AC0-07+AC0-28,825.803999999998,198.514,345590.92,3706.99999999996,0,509,8385,8817.26669617
2008+AC0-07+AC0-29,1166.558,208.384,345958.389999999,5242.8,1571,530,5963,7291.3999858
2008+AC0-07+AC0-30,1299.908,227.536,344283.25,5853.80000000003,2548,773,5802,11539.6333516
2008+AC0-07+AC0-31,1392.638,243.476,345737.77,6093.79999999998,1533,2808,6278,12066.1333611
2008+AC0-08+AC0-01,739.576000000002,252.704,345319.83,3352.19999999997,586,1150,7588,11281.63335015
2008+AC0-08+AC0-02,505.776000000001,178.294,344345.369999999,2286.59999999998,0,504,5091,5499.26665537001
2008+AC0-08+AC0-03,504.782,166.052,341358.39,2270.39999999998,0,499,3803,4122.5999834
2008+AC0-08+AC0-04,1126.13,193.714,342523.64,4918.39999999999,596,4677,3926,3988.03333329002
2008+AC0-08+AC0-05,827.118000000001,180.248,343780.5,3608.60000000001,635,509,4411,9084.83336049
2008+AC0-08+AC0-06,326.112,214.504000000001,346414.79,1570.2,0,513,7118,5523.300025575
2008+AC0-08+AC0-07,334.883999999999,214.94,344609.750000001,1613.8,0,526,2215,2707.20002015501
2008+AC0-08+AC0-08,302.2,196.448,344817.42,1448,0,481,2357,2698.40000548
2008+AC0-08+AC0-09,358.923999999998,199.99,346623.06,1670.8,0,489,1980,2575.66667507
2008+AC0-08+AC0-10,352.032000000001,189.106,345981.44,1616.4,0,464,1902,3591.06670105501
2008+AC0-08+AC0-11,371.915999999998,187.62,346634.39,1685.8,0,489,1905,3498.20002853
2008+AC0-08+AC0-12,288.984000000001,187.042,345669.53,1373,0,462,1880,3829.60000248002
2008+AC0-08+AC0-13,282.583999999999,183.836,346854.98,1341.4,0,451,1844,2510.40002304
2008+AC0-08+AC0-14,270.258000000001,177.965999999999,347242.87,1274.4,0,441,1789,2469.73336092001
2008+AC0-08+AC0-15,273.653999999999,178.178,347267.76,1290.2,0,439,1641,2422.30002306001
2008+AC0-08+AC0-16,274.813999999999,181.678,348617.3,1295.2,0,442,1691,2430.90002137501
2008+AC0-08+AC0-17,274.796,179.516,347304.17,1292.8,0,445,1688,2450.23334631101
2008+AC0-08+AC0-18,273.758,178.097999999999,347552.41,1287.8,0,440,1710,2424.93334948001
2008+AC0-08+AC0-19,274.692000000001,180.622,346888.42,1300.8,0,442,1719,2403.63335072
2008+AC0-08+AC0-20,268.471999999999,178.064,347822.939999999,1272,0,437,1697,2439.20002006001
2008+AC0-08+AC0-21,261.298,168.972,346025.76,1223.6,0,432,1626,2411.53334933501
2008+AC0-08+AC0-22,267.124,174.654,346870.43,1255.8,0,438,1577,2345.96668646
2008+AC0-08+AC0-23,254.641999999999,169.422,348685.429999999,1196.4,0,419,1614,2400.06668604
2008+AC0-08+AC0-24,254.716,163.91,347923.32,1190,0,404,1485,2340.03335406501
2008+AC0-08+AC0-25,250.298,163.87,347722.52,1164,0,422,1523,2318.266683945
2008+AC0-08+AC0-26,257.563999999998,166.566,347212.15,1205.6,0,420,1436,2313.63334645001
2008+AC0-08+AC0-27,258.114,165.872,346430.11,1199.8,0,399,1533,2339.73335294001
2008+AC0-08+AC0-28,268.245999999999,174.098,346381.42,1260,0,432,1539,2363.900029075
2008+AC0-08+AC0-29,267.588,171.186,346083.05,1260,0,430,1631,2407.766693085
2008+AC0-08+AC0-30,270.424000000001,177.552,346340.149999999,1276.2,0,435,1599,2430.800019995
2008+AC0-08+AC0-31,1500.864,210.672,345625.779999999,6405.4,2056,3733,1619,2453.06668838
2008+AC0-09+AC0-01,1247.51,184.486,345478.91,5374.80000000002,950,521,12118,7107.40001265999
2008+AC0-09+AC0-02,1384.154,224.634,344633.71,5963.8,4273,1206,10183,9137.83333136
2008+AC0-09+AC0-03,1388.486,179.288,345642.42,5930.80000000001,1326,1902,6648,10942.23334073
2008+AC0-09+AC0-04,1225.22,151.872,343675.43,5262.80000000001,2225,404,10213,9700.43333410002
2008+AC0-09+AC0-05,873.960000000002,147.236,345010.449999999,3751.99999999997,379,431,9408,8383.33335055001
2008+AC0-09+AC0-06,1868.574,238.292,344649.28,7955.20000000002,2948,6500,6943,6813.00000563
2008+AC0-09+AC0-07,1372.656,176.444,346447.709999999,5876.4,3612,1707,13400,8294.90002841001
2008+AC0-09+AC0-08,1309.324,160.574,347589.83,5548.79999999998,747,2293,5976,11582.60003286
2008+AC0-09+AC0-09,1159.654,180.67,345285.6,4988.79999999999,236,453,9559,9223.06665396
2008+AC0-09+AC0-10,1300.764,166.43,344852.04,5554.79999999998,1009,399,7728,10910.56665019
2008+AC0-09+AC0-11,1028.714,192.038,344303.719999999,4435.60000000001,1005,417,10281,9990.39997673002
2008+AC0-09+AC0-12,1392.762,178.298,345554.37,5968.2,1867,402,7644,8079.23334860001
2008+AC0-09+AC0-13,1631.436,186.192,345779.35,6941.00000000001,930,5433,8738,12205.70008111
2008+AC0-09+AC0-14,1576.326,193.746,345440.14,6818.40000000001,4673,445,11807,9020.60002236
2008+AC0-09+AC0-15,1697.708,136.118,345968.51,7303.39999999999,960,364,6538,14616.0999892
2008+AC0-09+AC0-16,1221.862,156.06,346966.200000001,5211.80000000004,0,368,10322,16649.1333659
2008+AC0-09+AC0-17,1519.21,177.168,346545.61,6465.20000000001,1910,3727,8249,11747.3666544
2008+AC0-09+AC0-18,1505.29,189.376,346071.08,6404.19999999998,4202,357,9371,10312.16668971
2008+AC0-09+AC0-19,1518.846,166.768,346114.24,6449.39999999999,1569,351,7991,12538.16671801
2008+AC0-09+AC0-20,1304.6,156.204,346455.53,5480.00000000003,0,370,12367,11027.10004433
2008+AC0-09+AC0-21,1533.07,206.262,346953.83,6566.80000000002,4010,2381,12477,8896.33328892499
2008+AC0-09+AC0-22,1358.564,151.524,345901.19,5778.2,1014,2448,8347,10813.1666819
2008+AC0-09+AC0-23,1232.788,165.128,345864.04,5305.20000000002,0,2168,10227,8953.73336351
2008+AC0-09+AC0-24,1718.35,173.472,345781.14,7245.60000000002,2019,4730,7920,10458.46669135
2008+AC0-09+AC0-25,1131.22,173.77,346018.07,4814.99999999998,1012,751,10548,11342.16671382
2008+AC0-09+AC0-26,1431.45,211.572,346166.820000001,6104.99999999996,1221,370,8485,8605.66670153001
2008+AC0-09+AC0-27,2127.446,257.04,345810.93,9012.40000000001,4347,2584,10890,11376.49997567
2008+AC0-09+AC0-28,1731.104,163.968,346000.92,7314.60000000001,1920,385,12688,15838.43330333
2008+AC0-09+AC0-29,1501.738,199.431999999999,345980.19,6349.59999999999,1014,363,11242,15304.73336786
2008+AC0-09+AC0-30,1375.006,155.092,346440.63,5795.60000000001,998,360,10677,12974.9666321
2008+AC0-10+AC0-01,1872.364,181.256000000001,347225.2,7894.2,2249,5800,7415,14143.7666595
2008+AC0-10+AC0-02,1345.342,153.676,346072.67,5686,0,367,10808,12349.06665052
2008+AC0-10+AC0-03,1612.58,158.598,345372.49,6833.80000000001,4801,349,9060,12995.3667298
2008+AC0-10+AC0-04,2100.496,216.200000000001,345851.14,8848.59999999996,3462,629,9432,12294.3333396
2008+AC0-10+AC0-05,1549.95,146.296,345798.059999999,6529.19999999999,990,3257,12573,18344.266709
2008+AC0-10+AC0-06,1423.78200000001,125.204000000001,344331.469999997,6071.59999999997,990,286,6071,15514.5000258
2008+AC0-10+AC0-07,1726.568,187.234,343948.13,7439.19999999999,1016,419,9562,12891.70000685
2008+AC0-10+AC0-08,1860.576,152.41,345670.580000001,7821.00000000001,1044,5126,9476,17865.133311
2008+AC0-10+AC0-09,1983.682,181.9,344556.61,8369.80000000001,1032,3064,11650,13189.59998408
2008+AC0-10+AC0-10,1518.338,148.044,345074.19,6388.99999999996,0,389,11652,17313.36666
2008+AC0-10+AC0-11,1669.386,154.848,344422.970000001,7064.60000000002,2144,2335,12046,12870.6333068
2008+AC0-10+AC0-12,1907.94,161.806,345818.219999999,8085.80000000002,2561,5822,11373,11971.0999945
2008+AC0-10+AC0-13,1461.976,147.894,346765.57,6126.2,1037,535,7171,16244.9999649
2008+AC0-10+AC0-14,1609.056,164.286,344470.65,6811.40000000001,1177,442,9483,13311.2666757
2008+AC0-10+AC0-15,2156.896,168.462,344889.779999999,9112.6,1998,7042,9939,15259.5999679
2008+AC0-10+AC0-16,1583.68,136.84,344538.499999999,6712.19999999999,951,429,9984,16924.2666341
2008+AC0-10+AC0-17,1866.886,153.522,345668.58,7885.2,2036,3187,8438,16576.6666721
2008+AC0-10+AC0-18,2239.19,162.628,345363.02,9427.8,799,1655,9639,16252.7666448
2008+AC0-10+AC0-19,1971.934,181.596,345661.27,8359.59999999999,698,8010,12146,22719.833296
2008+AC0-10+AC0-20,1667.554,137.812,346222.79,6998.79999999999,844,2648,4600,19557.5666782
2008+AC0-10+AC0-21,2063.716,152.344,345212.19,8756.40000000002,857,2663,10475,13825.5666573
2008+AC0-10+AC0-22,1646.01,149.344,346774.7,6965.20000000001,662,2542,11331,19544.2666809
2008+AC0-10+AC0-23,1830.494,161.208,346174.619999999,7739.40000000004,815,1435,8487,15742.4999655
2008+AC0-10+AC0-24,2133.226,168.013999999999,346195.72,9024.40000000003,7893,2277,10587,17671.2333169
2008+AC0-10+AC0-25,1581.198,115.682,346893.500000001,6605.40000000004,737,408,10284,15099.7666992
2008+AC0-10+AC0-26,523.491999999999,115.53,348657.789999999,2158.79999999999,0,360,14212,10996.2999619
2008+AC0-10+AC0-27,523.892,128.978,348808.4,2173.2,0,402,2013,6351.8666591
2008+AC0-10+AC0-28,1327.29,145.076,347510.580000001,5548.6,2263,362,1967,6362.53332709999
2008+AC0-10+AC0-29,1612.576,133.282,348177.02,6630.20000000005,1037,345,5090,14406.4999916
2008+AC0-10+AC0-30,1098.6,123.027999999999,348599.94,4713.60000000001,0,345,4015,21479.2667299999
2008+AC0-10+AC0-31,1285.832,104.348,347514.869999999,5423.59999999997,0,312,2619,15346.0000157
2008+AC0-11+AC0-01,830.497999999997,113.672,348206.74,3781.00000000002,0,344,10483,10635.5333581
2008+AC0-11+AC0-02,910.614,120.472,348704.27,4124.20000000002,0,346,1939,11558.6332987
2008+AC0-11+AC0-03,847.599999999999,115.248,348141.769999999,3837.6,963,347,2824,12006.8999032
2008+AC0-11+AC0-04,1562.316,121.476,346755.52,6699.40000000002,0,6214,1892,10924.6666484
2008+AC0-11+AC0-05,3134.93,257.82,344852.31,13304.4,7597,10409,4106,15718.6000249
2008+AC0-11+AC0-06,1588.438,181.468,346161.910000001,6806.40000000001,1033,430,8362,25880.8334394
2008+AC0-11+AC0-07,1619.184,109.988,345242.570000001,6846.60000000001,1032,389,6734,18276.9667062
2008+AC0-11+AC0-08,1733.138,133.168,344603.56,7350.80000000001,1114,3271,10421,15144.3999976
2008+AC0-11+AC0-09,2578.538,210.946000000001,343373.86,10974.2,6301,661,6069,18431.6333416
2008+AC0-11+AC0-10,2122.138,155.622,345042.11,8990.00000000005,1223,355,14348,21665.6333753
2008+AC0-11+AC0-11,2455.95,128.08,345425.32,10344,2475,2288,10383,23407.9666304
2008+AC0-11+AC0-12,2189.664,158.968,346163.139999999,9142.4,1066,2713,14651,21518.5000336
2008+AC0-11+AC0-13,1238.46,125.424,347901.01,5223.19999999997,0,338,9467,23248.3999918
2008+AC0-11+AC0-14,1621.738,127.894,347071.42,6848.00000000001,2092,325,6315,13987.9999989
2008+AC0-11+AC0-15,3031.628,165.16,343633.13,12907,3952,3799,9929,14682.9666989
2008+AC0-11+AC0-16,2365.432,163.13,346311.559999999,9963.40000000001,4791,1829,15635,27141.1333331
2008+AC0-11+AC0-17,1523.636,118.874,347234.3,6353.39999999996,0,378,8945,23858.8666403
2008+AC0-11+AC0-18,1749.05,139.282,345458.94,7404.19999999998,1079,369,10590,14425.9333011
2008+AC0-11+AC0-19,1840.238,166.452,346377.05,7794.60000000001,1737,3026,11204,16498.8333621
2008+AC0-11+AC0-20,1692.336,121.192,345338.09,7177.60000000002,1034,347,8704,17203.6333338
2008+AC0-11+AC0-21,1673.93,127.554,345496.799999999,7123,1039,348,7732,19092.6000016
2008+AC0-11+AC0-22,1711.368,124.867999999999,345213.81,7271.4,1093,882,10396,16115.8333412
2008+AC0-11+AC0-23,3406.736,207.002,344377.32,14469.4,3631,8824,8320,18227.80001
2008+AC0-11+AC0-24,3212.998,121.618,346117.66,13371,1063,510,10290,34033.93337216
2008+AC0-11+AC0-25,2702.85,150.564,346940.07,11266.4,3010,345,13378,38598.966625
2008+AC0-11+AC0-26,1515.954,119.996,349057.29,6273.19999999999,909,304,10471,31221.5000204
2008+AC0-11+AC0-27,2362.218,126.218,347673.62,9851.2,2491,330,10002,14050.9000274
2008+AC0-11+AC0-28,1885.964,128.426,350015.78,7789.79999999998,1113,295,12440,24109.3000203
2008+AC0-11+AC0-29,2434.668,166.51,347386.69,10157.2,5268,2392,11361,18663.733366
2008+AC0-11+AC0-30,2401.388,170.903999999999,349019.37,10016,1161,3481,12386,20531.7999659
2008+AC0-12+AC0-01,1616.53800000001,118.678,350562.009999999,6852.19999999999,1085,309,11474,23907.1333773
2008+AC0-12+AC0-02,1793.444,145.908,350466.290000001,7509.8,0,304,9013,16535.3000016
2008+AC0-12+AC0-03,1755.164,124.722,350472.569999999,7300.20000000001,1137,302,11343,18243.7332847
2008+AC0-12+AC0-04,1738.638,113.99,350586.92,7234.20000000001,1085,281,9664,18149.7333331
2008+AC0-12+AC0-05,2058.618,120.026,349885.31,8593.4,831,310,11314,16297.2999975
2008+AC0-12+AC0-06,2523.83599999999,188.144,347236.65,10596,4005,5749,9852,23317.29999
2008+AC0-12+AC0-07,2466.74,180.224,348823.5,10306.6,3294,310,9048,23261.9333096
2008+AC0-12+AC0-08,1868.636,120.782,350973.53,7751.79999999999,1117,296,13627,23881.3333128
2008+AC0-12+AC0-09,2003.144,132.516,350720.139999999,8290.99999999999,1985,2553,13256,16474.9333197
2008+AC0-12+AC0-10,2214.206,146.14,350495.510000001,9152.59999999996,1128,4144,12886,15961.7333957
2008+AC0-12+AC0-11,1432.522,114.916,350522.44,5935.60000000003,1160,273,12140,19491.433293
2008+AC0-12+AC0-12,1815.534,139.342,349981.95,7519.19999999998,1157,255,7979,14463.3666626
2008+AC0-12+AC0-13,1825.574,163.278,347815.51,7663.4,2186,261,12154,16692.8999928
2008+AC0-12+AC0-14,2002.12,164.014000000001,347936.83,8469.4,3742,2497,9271,18708.2333519
2008+AC0-12+AC0-15,1795.45,113.744,349976.45,7475,1178,252,5415,21714.6666392
2008+AC0-12+AC0-16,1797.09,114.598,351187.06,7477.4,0,253,9668,18826.1666348
2008+AC0-12+AC0-17,2098.786,136.216,350371.46,8755.60000000001,4251,284,11334,18364.4999807
2008+AC0-12+AC0-18,1736.94,118.07,349717.049999999,7184.59999999996,1125,258,10813,19631.766697
2008+AC0-12+AC0-19,1882.112,132.154,348287.29,7891.40000000002,1538,296,11293,16272.9999775
2008+AC0-12+AC0-20,2242.772,160.69,349296.29,9354.39999999995,1132,6479,11773,17761.5332900001
2008+AC0-12+AC0-21,2643.61,135.072,348076.92,11034.2,1099,9189,12819,16949.5333315
2008+AC0-12+AC0-22,2015.808,124.87,348284.87,8434.2,2157,391,14816,18956.1666122
2008+AC0-12+AC0-23,1798.088,151.08,348149.59,7560.99999999999,2666,2115,10433,20615.7999731
2008+AC0-12+AC0-24,1269.638,115.318,351303.3,5232.40000000002,0,364,8326,16861.1333598
2008+AC0-12+AC0-25,1061.118,116.882,350255.61,4375.60000000003,0,285,9981,10815.6333595
2008+AC0-12+AC0-26,1223.732,124.222,351869.27,5041.00000000002,1121,279,3598,13802.3000009
2008+AC0-12+AC0-27,2972.164,118.132,350369.13,12141.8,0,244,7796,11199.5333777
2008+AC0-12+AC0-28,1570.642,112.248,352166.95,6364.79999999999,1953,217,12209,37083.066658
2008+AC0-12+AC0-29,555.278,91.638,352734.85,2273.60000000001,0,218,5291,18716.3666392
2008+AC0-12+AC0-30,1195.238,113.206,352278.96,4898.6,0,245,2480,6556.63332989999
2008+AC0-12+AC0-31,1964.188,129.272,350347.13,8190.19999999997,2975,246,7145,12530.633358
2009+AC0-01+AC0-01,1406.692,112.668,349683.930000001,5975.80000000001,765,3845,11860,17655.4666806
2009+AC0-01+AC0-02,2327.51,204.73,349495.04,9702.39999999997,2417,6018,2803,16031.8667149
2009+AC0-01+AC0-03,1913.496,174.912,350901.299999999,7964.40000000002,6440,328,11841,18515.8333677
2009+AC0-01+AC0-04,1939.994,167.338,352544.3,8111.79999999999,1457,5251,10439,14684.5999786
2009+AC0-01+AC0-05,1604,128.938,352556.319999999,6676.19999999995,1247,322,3245,22380.2333536
2009+AC0-01+AC0-06,1689.862,115.556,352933.44,6961.00000000003,0,254,8650,16514.3333592
2009+AC0-01+AC0-07,2080.272,141.504,354298.52,8563.40000000002,2687,3820,12462,15448.3666981
2009+AC0-01+AC0-08,1633.27,124.374,353305.06,6797.79999999999,2773,299,9979,18185.2000541
2009+AC0-01+AC0-09,1788.702,115.572,352256.27,7462.20000000001,1802,272,10075,14074.1667056
2009+AC0-01+AC0-10,2102.948,161.734,351533.5,8768,2828,4288,9285,18452.7000351
2009+AC0-01+AC0-11,1975.988,143.24,353565.43,8301.19999999998,4521,5301,12539,15394.1333563
2009+AC0-01+AC0-12,1589.278,112.428,353558.98,6499.99999999996,0,261,5887,17224.1332878
2009+AC0-01+AC0-13,2182.6,134.142,352020.01,9006.20000000004,1140,329,12147,14079.9666539
2009+AC0-01+AC0-14,1779.078,120.838,352235.16,7350.60000000002,2277,333,16194,18713.6666152
2009+AC0-01+AC0-15,1564.068,115.546,349950.640000001,6509.59999999998,2731,390,10319,16722.2999819
2009+AC0-01+AC0-16,2766.554,179.92,349299.319999999,11578.4,5811,3158,9561,13385.800001
2009+AC0-01+AC0-17,3317.82,164.544000000001,347949.419999999,13793.6,2477,3154,15220,21920.2333766
2009+AC0-01+AC0-18,3154.194,209.840000000001,349407.48,13201.4,5649,6701,15322,34344.0000647
2009+AC0-01+AC0-19,1699.866,119.274,350101.69,7091.19999999997,1118,376,12727,27492.9000522
2009+AC0-01+AC0-20,1738.028,133.88,350495.79,7170.79999999999,0,282,10279,16558.0999785
2009+AC0-01+AC0-21,1739.434,128.044,351511.470000001,7189.79999999999,1148,2159,13727,14958.1333835
2009+AC0-01+AC0-22,1237.356,115.6,351369.15,5169.6,0,341,9830,15853.5666927
2009+AC0-01+AC0-23,1910.536,126.298,349587.29,7964.4,2078,295,8246,12035.6000302
2009+AC0-01+AC0-24,2200.77,169.974,350281.090000001,9203.19999999998,5096,4492,12146,17323.2666485
2009+AC0-01+AC0-25,2843.664,147.766,349263.35,11738,3971,5960,8322,18769.4999687
2009+AC0-01+AC0-26,1674.472,113.276,350208.39,6961.60000000003,1121,348,11213,26250.3999693
2009+AC0-01+AC0-27,1425.03,135.636,351270.15,6001.8,896,278,9821,16617.8666475
2009+AC0-01+AC0-28,2721.734,116.02,349966.4,11276.6,2301,6949,6608,15968.5000522
2009+AC0-01+AC0-29,1573.698,104.306,350442.499999999,6526.99999999998,0,294,14285,21827.2332963
2009+AC0-01+AC0-30,2059.038,120.094,351777.36,8521.79999999998,1622,280,8996,16938.2999207
2009+AC0-01+AC0-31,3312.852,238.712,349158.789999999,13871.8,8278,6575,12147,20268.2999682
2009+AC0-02+AC0-01,1944.46,169.486,352394.68,8138.59999999998,4048,639,15309,25052.2000206
2009+AC0-02+AC0-02,1603.3,106.588,352619.75,6596.79999999997,1159,232,8182,19538.6666081
2009+AC0-02+AC0-03,1868.39,123.01,351795.920000001,7695.20000000001,703,878,10915,14415.6666731
2009+AC0-02+AC0-04,2460.924,151.604,352348.840000001,10139.6,871,6961,14984,14574.8333341
2009+AC0-02+AC0-05,1649.088,122.188,351151.29,6857.99999999999,1104,264,15960,17223.4000246
2009+AC0-02+AC0-06,2048.396,126.872,350336.06,8527.2,1165,273,12987,13129.8000064
2009+AC0-02+AC0-07,3131.536,184.644,348553.329999999,13076.6,6822,4483,11716,20985.9332829
2009+AC0-02+AC0-08,2182.86599999999,134.02,350430.58,9114.60000000001,5341,259,17873,23014.2665316
2009+AC0-02+AC0-09,1706.638,134.608,350383.66,7150.4,1063,228,15174,15607.1001032
2009+AC0-02+AC0-10,1943.822,115.832,350147.19,8041.2,1128,263,9375,17777.9666462999
2009+AC0-02+AC0-11,2639.39,239.362,348620.49,11133,2985,10477,12339,18667.0333737
2009+AC0-02+AC0-12,1968.66,119.284,349792.6,8182.99999999999,1109,299,12195,18332.8333934
2009+AC0-02+AC0-13,1690.022,109.186,348038.4,7044.19999999999,1100,254,17724,13678.999971
2009+AC0-02+AC0-14,2335.49,118.932,348414.46,9688.79999999999,2283,3256,11554,15259.0333498
2009+AC0-02+AC0-15,1586.03199999999,114.022,349695.27,6482.00000000001,2465,226,18545,14840.833265
2009+AC0-02+AC0-16,1318.994,111.806,348685.929999999,5512.60000000002,0,261,5234,18508.8666604
2009+AC0-02+AC0-17,801.837999999999,117.966,348737.6,3345.39999999996,0,292,7037,14685.2333802
2009+AC0-02+AC0-18,826.449999999999,113.064,348812.78,3392.39999999999,0,297,3925,9146.9666755
2009+AC0-02+AC0-19,737.267999999999,99.3779999999996,347831.41,3040.59999999996,1046,262,5471,8006.16663009998
2009+AC0-02+AC0-20,1880.736,147.036,345874.62,7970.40000000003,2897,293,1796,9183.7999798
2009+AC0-02+AC0-21,1316.184,155.402,346974.250000001,5481.60000000003,2111,262,8768,19387.5999743
